Pixels, Value
0, 0,000837951119580731
0,1, 0,000837951119580731
0,2, 0,000837951119580731
0,3, 0,00041042503816199
0,4, 0,00041042503816199
0,5, 0,00041042503816199
0,6, 0,00041042503816199
0,7, 0,00041042503816199
0,8, 0,00121417407122922
0,9, 0,00121417407122922
1, 0,00121417407122922
1,1, 0,00121417407122922
1,2, 0,00121417407122922
1,3, 0,00121417407122922
1,4, 0,00121417407122922
1,5, 0,00121417407122922
1,6, 0,00121417407122922
1,7, 0,00121417407122922
1,8, 0,00121417407122922
1,9, 0,00355131664965167
2, 0,00355131664965167
2,1, 0,00355131664965167
2,2, 0,00355131664965167
2,3, 0,00355131664965167
2,4, 0,00355131664965167
2,5, 0,00355131664965167
2,6, 0,00355131664965167
2,7, 0,00355131664965167
2,8, 0,00355131664965167
2,9, 0,00403014586084066
3, 0,00403014586084066
3,1, 0,00403014586084066
3,2, 0,00403014586084066
3,3, 0,00403014586084066
3,4, 0,00403014586084066
3,5, 0,00403014586084066
3,6, 0,00403014586084066
3,7, 0,00403014586084066
3,8, 0,00437216672597565
3,9, 0,00437216672597565
4, 0,00625328148421811
4,1, 0,00625328148421811
4,2, 0,00625328148421811
4,3, 0,00625328148421811
4,4, 0,00625328148421811
4,5, 0,00625328148421811
4,6, 0,00625328148421811
4,7, 0,00625328148421811
4,8, 0,00625328148421811
4,9, 0,00625328148421811
5, 0,00773537189980307
5,1, 0,00773537189980307
5,2, 0,00773537189980307
5,3, 0,00773537189980307
5,4, 0,00773537189980307
5,5, 0,00773537189980307
5,6, 0,00773537189980307
5,7, 0,00773537189980307
5,8, 0,00773537189980307
5,9, 0,00773537189980307
6, 0,00879563658172155
6,1, 0,00879563658172155
6,2, 0,00879563658172155
6,3, 0,00879563658172155
6,4, 0,00879563658172155
6,5, 0,00879563658172155
6,6, 0,00879563658172155
6,7, 0,00879563658172155
6,8, 0,00879563658172155
6,9, 0,00879563658172155
7, 0,00879563658172155
7,1, 0,0103461311703335
7,2, 0,0103461311703335
7,3, 0,0103461311703335
7,4, 0,0109446676843197
7,5, 0,0109446676843197
7,6, 0,0109446676843197
7,7, 0,0109446676843197
7,8, 0,0109446676843197
7,9, 0,0109446676843197
8, 0,0109446676843197
8,1, 0,0147524999828227
8,2, 0,0147524999828227
8,3, 0,0147524999828227
8,4, 0,0147524999828227
8,5, 0,0147524999828227
8,6, 0,0147524999828227
8,7, 0,0147524999828227
8,8, 0,0147524999828227
8,9, 0,0147524999828227
9, 0,0147524999828227
9,1, 0,0147524999828227
9,2, 0,0184349246307761
9,3, 0,0184349246307761
9,4, 0,0184349246307761
9,5, 0,0184349246307761
9,6, 0,0184349246307761
9,7, 0,0184349246307761
9,8, 0,0184349246307761
9,9, 0,0184349246307761
10, 0,0184349246307761
10,1, 0,0184349246307761
10,2, 0,0276466865984119
10,3, 0,0276466865984119
10,4, 0,0276466865984119
10,5, 0,0276466865984119
10,6, 0,0276466865984119
10,7, 0,0276466865984119
10,8, 0,0276466865984119
10,9, 0,0276466865984119
11, 0,0273388678197904
11,1, 0,0273388678197904
11,2, 0,0371149642148989
11,3, 0,0371149642148989
11,4, 0,0371149642148989
11,5, 0,0371149642148989
11,6, 0,0371149642148989
11,7, 0,0371149642148989
11,8, 0,0371149642148989
11,9, 0,0371149642148989
12, 0,0371149642148989
12,1, 0,0371149642148989
12,2, 0,0371149642148989
12,3, 0,0524888021027168
12,4, 0,0524888021027168
12,5, 0,0524888021027168
12,6, 0,0524888021027168
12,7, 0,0524888021027168
12,8, 0,0524888021027168
12,9, 0,0524888021027168
13, 0,0524888021027168
13,1, 0,0524888021027168
13,2, 0,0524888021027168
13,3, 0,0840744289979333
13,4, 0,0840744289979333
13,5, 0,0840744289979333
13,6, 0,0840744289979333
13,7, 0,0840744289979333
13,8, 0,0840744289979333
13,9, 0,0840744289979333
14, 0,0840744289979333
14,1, 0,0840744289979333
14,2, 0,0840744289979333
14,3, 0,0840744289979333
14,4, 0,133490743662187
14,5, 0,140627579048004
14,6, 0,140627579048004
14,7, 0,140627579048004
14,8, 0,140627579048004
14,9, 0,140627579048004
15, 0,140627579048004
15,1, 0,140627579048004
15,2, 0,140627579048004
15,3, 0,140627579048004
15,4, 0,211368894653425
15,5, 0,211368894653425
15,6, 0,211368894653425
15,7, 0,211368894653425
15,8, 0,211368894653425
15,9, 0,211368894653425
16, 0,211368894653425
16,1, 0,211368894653425
16,2, 0,211368894653425
16,3, 0,211368894653425
16,4, 0,211368894653425
16,5, 0,27335447611139
16,6, 0,27335447611139
16,7, 0,27335447611139
16,8, 0,27335447611139
16,9, 0,27335447611139
17, 0,27335447611139
17,1, 0,27335447611139
17,2, 0,27335447611139
17,3, 0,27335447611139
17,4, 0,27335447611139
17,5, 0,298099685703907
17,6, 0,298099685703907
17,7, 0,298099685703907
17,8, 0,298099685703907
17,9, 0,298099685703907
18, 0,298099685703907
18,1, 0,299969399766645
18,2, 0,299969399766645
18,3, 0,299969399766645
