Pixels, Value
45,6, 0,0163860155914544
45,7, 0,0163860155914544
45,8, 0,0163860155914544
45,9, 0,0163860155914544
46, 0,0148834916704387
46,1, 0,0148834916704387
46,2, 0,0148834916704387
46,3, 0,0148834916704387
46,4, 0,0148834916704387
46,5, 0,0148834916704387
46,6, 0,0148834916704387
46,7, 0,0148834916704387
46,8, 0,0148834916704387
46,9, 0,0148834916704387
47, 0,0148834916704387
47,1, 0,0148834916704387
47,2, 0,0204588948993649
47,3, 0,0204588948993649
47,4, 0,0204588948993649
47,5, 0,0204588948993649
47,6, 0,0152803847816504
47,7, 0,0152803847816504
47,8, 0,0152803847816504
47,9, 0,0152803847816504
48, 0,0152803847816504
48,1, 0,0152803847816504
48,2, 0,0152803847816504
48,3, 0,0152803847816504
48,4, 0,0152803847816504
48,5, 0,0228591532385976
48,6, 0,0228591532385976
48,7, 0,0228591532385976
48,8, 0,0228591532385976
48,9, 0,0228591532385976
49, 0,0228591532385976
49,1, 0,0228591532385976
49,2, 0,0228591532385976
49,3, 0,0220275676722493
49,4, 0,0220275676722493
49,5, 0,0220275676722493
49,6, 0,0220275676722493
49,7, 0,0220275676722493
49,8, 0,0260720974722161
49,9, 0,0260720974722161
50, 0,0260720974722161
50,1, 0,0260720974722161
50,2, 0,0260720974722161
50,3, 0,0260720974722161
50,4, 0,0260720974722161
50,5, 0,0260720974722161
50,6, 0,0260720974722161
50,7, 0,0260720974722161
50,8, 0,0260720974722161
50,9, 0,0260720974722161
51, 0,0296252358011589
51,1, 0,0296252358011589
51,2, 0,0296252358011589
51,3, 0,0296252358011589
51,4, 0,0296252358011589
51,5, 0,0296252358011589
51,6, 0,0296252358011589
51,7, 0,0296252358011589
51,8, 0,0296252358011589
51,9, 0,0296252358011589
52, 0,0296252358011589
52,1, 0,0296252358011589
52,2, 0,0296252358011589
52,3, 0,0251176640381118
52,4, 0,0251176640381118
52,5, 0,0251176640381118
52,6, 0,0245884732231629
52,7, 0,0245884732231629
52,8, 0,0245884732231629
52,9, 0,0245884732231629
53, 0,0245884732231629
53,1, 0,0245884732231629
53,2, 0,0245884732231629
53,3, 0,0245884732231629
53,4, 0,0245884732231629
53,5, 0,0253822594455862
53,6, 0,0253822594455862
53,7, 0,0253822594455862
53,8, 0,0253822594455862
53,9, 0,0253822594455862
54, 0,0253822594455862
54,1, 0,0253822594455862
54,2, 0,0253822594455862
54,3, 0,0212526811217883
54,4, 0,0212526811217883
54,5, 0,0212526811217883
54,6, 0,0212526811217883
54,7, 0,0212526811217883
54,8, 0,0301449767801266
54,9, 0,0301449767801266
55, 0,0301449767801266
55,1, 0,0301449767801266
55,2, 0,0301449767801266
55,3, 0,0301449767801266
55,4, 0,0301449767801266
55,5, 0,0301449767801266
55,6, 0,0301449767801266
55,7, 0,0301449767801266
